Rank,Artist,Weeks_on_Chart,Peak_Rank,Peak_Streams,Total_Streams,Weekly_Rank,Weekly_Streams,spotify_id,genres,popularity,followers,vector,Track_Name
520,YOASOBI,52,48,121132,3986455,,,64tJ2EAv1R6UaZqc4iOCyj,"j-pop, anime",73,9586992,"[0.8, 0.7, 0.7, 1.0, 0.9]",祝福
521,LISA,22,11,385312,3982289,,,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,76,13456472,"[0.9, 0.8, 0.9, 1.0, 0.5]",rockstar
522,OneRepublic,177,1,86385,3981683,,,5Pwc4xIPtQLFEnJriah9YJ,soft pop,83,18789911,"[0.8, 0.7, 0.8, 0.8, 0.7]",counting stars
523,阿涵,78,92,65682,3973562,,,0Nu7uGMynoaIdKnfLRgxJ8,"mandopop, c-pop, gufeng",49,103037,"[0.3, 0.2, 0.6, 0.8, 0.9]",过客
524,Yoga Lin,90,70,61496,3953259,,,1GPoTgvXd5OqZMF1akOsV2,"mandopop, taiwanese pop, c-pop, chinese r&b, cantopop, taiwanese indie",53,710421,"[0.3, 0.4, 0.3, 0.7, 0.7]",fairy tale
525,Henry Moodie,42,84,121020,3932412,,,7hr9W3IjXcm3UlLY7guLk5,,66,838098,"[0.6, 0.4, 0.7, 0.9, 0.8]",drunk text
526,Jonas Brothers,47,2,167938,3930049,,,7gOdHgIoIKoe4i9Tta6qdD,,77,7775701,"[0.8, 0.9, 0.9, 0.8, 0.7]",sucker
527,IVE,19,6,421296,3914222,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.7, 0.7, 0.8, 0.9, 0.6]",heya
528,莫宰羊,64,61,77474,3909668,,,2yN7qnZbV8krGJEB16nUOe,"chinese hip hop, taiwanese indie, taiwanese pop, chinese r&b, mandopop, chinese indie",44,67987,"[0.6, 0.3, 0.4, 0.8, 0.7]",未接來電
529,LaLa Hsu,78,8,118054,3902048,,,3dI4Io8XE33J2o04ZwjR0Y,"mandopop, taiwanese pop, c-pop, gufeng",53,637027,"[0.3, 0.2, 0.4, 0.7, 0.8]",言不由衷
530,Martin Garrix,54,4,171969,3897258,,,60d24wfXkVzDSfLS6hyCjZ,"edm, progressive house, electronica",75,15120258,"[0.7, 0.6, 0.8, 0.8, 0.5]",there for you
532,Sam Smith,39,41,151926,3891487,,,2wY79sveU1sp5g7SokKOiI,soft pop,82,26389901,"[0.8, 0.3, 0.8, 0.9, 0.8]",unholy
533,Tanya Chua,43,13,151918,3886585,,,376pcuw4IgWBMOUwCr8kIm,"mandopop, taiwanese pop, c-pop",58,713255,"[0.5, 0.7, 0.5, 0.8, 0.7]",讓浪漫作主
534,Martin Garrix,70,4,159747,3881731,,,60d24wfXkVzDSfLS6hyCjZ,"edm, progressive house, electronica",75,15120258,"[0.8, 0.6, 0.8, 0.8, 0.6]",scared to be lonely
535,JJ Lin,45,43,137126,3875483,,,7Dx7RhX0mFuXhCOUgB01uM,"mandopop, c-pop, taiwanese pop",66,3944309,"[0.3, 0.4, 0.6, 0.9, 0.7]",交換餘生
536,Sabrina Carpenter,24,19,282209,3840174,,,74KM79TiuVKeVCqs8QtB0B,pop,92,27158290,"[0.6, 0.7, 0.7, 0.9, 0.8]",please please please
537,Adele,71,1,255144,3837085,,,4dpARuHxo51G3z768sgnrY,soft pop,85,67185581,"[0.3, 0.2, 0.7, 0.7, 0.9]",hello
538,Ariana Grande,38,1,202859,3835524,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.5, 0.6, 0.8, 0.8, 0.8]","thank u, next"
539,Major Lazer,96,2,79271,3823786,,,738wLrAtLtCtFOLvQBXOXp,moombahton,74,6309892,"[0.7, 0.7, 0.9, 0.7, 0.5]",lean on
540,JOLIN,58,13,118235,3801627,,,1r9DuPTHiQ7hnRRZ99B8nL,"mandopop, c-pop, taiwanese pop",59,1173703,"[0.7, 0.8, 0.7, 0.9, 0.8]",腦公
541,R3HAB,41,6,251343,3800435,,,6cEuCEZu7PAE9ZSzLLc2oQ,"slap house, edm",71,2613937,"[0.8, 0.7, 0.8, 0.9, 0.6]",stars align
542,BLACKPINK,34,12,250977,3797809,,,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.4, 0.3, 0.7, 0.9, 0.7]",tally
543,Sia,71,5,96970,3790558,,,5WUlDfRSoLAfcVSX1WnrxN,,85,30671379,"[0.9, 0.8, 0.9, 0.7, 0.7]",cheap thrills
544,Sabrina Carpenter,26,29,222961,3788965,,,74KM79TiuVKeVCqs8QtB0B,pop,92,27158290,"[0.7, 0.7, 0.8, 0.9, 0.7]",taste
545,Marz23,67,59,95817,3783446,,,4XBG26mgvzGqT09eopG4d9,"chinese hip hop, chinese r&b, mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",49,144253,"[0.8, 0.6, 0.6, 0.9, 0.8]",我不是饒舌歌手
546,Don Toliver,18,10,333195,3774672,,,4Gso3d4CscCijv0lmajZWs,,86,7595913,"[0.7, 0.5, 0.7, 0.9, 0.7]",lose my mind
547,Maroon 5,50,2,180189,3773828,,,04gDigrS5kc9YWfZHwBETP,pop,87,45987057,"[0.7, 0.7, 0.9, 0.8, 0.8]",what lovers do
549,JISOO,18,8,433013,3747310,,,6UZ0ba50XreR4TM8u322gs,k-pop,73,7440624,"[0.4, 0.3, 0.7, 0.9, 0.6]",earthquake
550,BLACKPINK,43,8,216530,3740190,,,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.8, 0.6, 0.9, 0.9, 0.7]",typa girl
551,DJ Snake,60,2,129201,3738896,,,540vIaP2JwjQb9dm3aArA4,,80,9361787,"[0.7, 0.7, 0.9, 0.8, 0.7]",let me love you
552,告五人,76,101,59747,3731746,,,6xErgeZYatiaQ36SB5bvi8,"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",59,1209202,"[0.6, 0.7, 0.5, 0.9, 0.8]",愛在夏天
554,Eve Ai,92,6,93262,3715643,,,6eLpNMX3ZygSrUuxAlIWIx,"taiwanese pop, mandopop, c-pop, chinese indie",44,209045,"[0.4, 0.3, 0.4, 0.7, 0.9]",寂寞無害
555,Ricky Hsiao,42,98,105438,3701113,,,0E6oEhZZtQvj811iXQFLrB,"taiwanese pop, mandopop, c-pop",53,310701,"[0.3, 0.2, 0.3, 0.6, 0.9]",末班車
556,罗森涛,21,29,250013,3694746,,,546mgYEW9y8zAt4u7SHxzi,"chinese r&b, mandopop, c-pop",48,20490,"[0.6, 0.5, 0.2, 0.8, 0.8]",小孩
557,Shadya Lan,66,96,67309,3681322,,,7DlOy5eGnazhGg7iDvCCCX,"taiwanese pop, mandopop, c-pop",40,33776,"[0.5, 0.6, 0.3, 0.7, 0.8]",倫敦的愛情
558,R-chord,87,11,85841,3680144,,,5XkrVVn0lQIVPkH55nbTgZ,"mandopop, taiwanese pop, c-pop",49,168239,"[0.6, 0.7, 0.4, 0.7, 0.9]",謝謝妳愛我
559,MEOVV,26,28,234832,3668131,,,08hHTBHlv0WRXWlyrsb6Kv,k-pop,66,1158033,"[0.7, 0.7, 0.3, 0.9, 0.7]",meow
560,Justin Bieber,69,1,134387,3663129,,,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.7, 0.8, 0.9, 0.8, 0.7]",what do you mean
561,NAYEON,21,11,353071,3660538,,,1VwDG9aBflQupaFNjUru9A,k-pop,62,3341399,"[0.8, 0.9, 0.9, 1.0, 0.7]",abcd
563,Sam Smith,44,2,182949,3648828,,,2wY79sveU1sp5g7SokKOiI,soft pop,82,26389901,"[0.7, 0.6, 0.8, 0.9, 0.8]",dancing a stranger
564,Calvin Harris,63,1,127091,3648682,,,7CajNmpbOovFoOoasH2HaY,edm,85,23111868,"[0.8, 0.7, 0.9, 0.8, 0.6]",this is what you came for
567,Mariah Carey,45,13,275542,3635060,,,4iHNK0tOyZPYnBU7nGAgpQ,christmas,83,12043347,"[0.7, 0.9, 0.9, 0.2, 0.7]",all i want for christmas is you
568,Lauv,34,16,202477,3628884,,,5JZ7CnR6gTvEMKX4g70Amv,,74,6836209,"[0.6, 0.7, 0.8, 0.9, 0.7]",love u like that
569,NICKTHEREAL,74,4,110090,3619893,,,1fHw35wWkpOw05sswFSl70,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",51,236329,"[0.7, 0.3, 0.7, 0.7, 0.8]",帥到分手
571,BTS,34,2,407008,3611216,,,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,86,81465961,"[0.4, 0.5, 0.8, 0.8, 0.7]",life goes on
572,Jimin,29,20,281888,3606237,,,1oSPZhvZMIrWW5I41kPkkY,k-pop,79,10931337,"[0.8, 0.6, 0.8, 0.9, 0.8]",like crazy
573,李浩瑋 Howard Lee,34,81,132354,3600953,,,7EkkWNWPiWFQ0rA9IEmMXs,"chinese r&b, mandopop, taiwanese pop, chinese hip hop, c-pop, taiwanese indie, chinese indie",50,103903,"[0.4, 0.4, 0.3, 0.8, 0.7]",無垢
574,陳華,25,36,215869,3594722,,,5ZxRmJ21NzjxD2ZGBxi7um,"mandopop, taiwanese pop, chinese r&b, c-pop",52,93854,"[0.3, 0.2, 0.4, 0.9, 0.7]",這麼多年
575,Marshmello,50,1,141378,3593886,,,64KEffDW9EtZ1y2vBYgq8T,edm,81,34522943,"[0.7, 0.8, 0.9, 0.8, 0.5]",happier
576,JEON SOMI,28,16,210169,3546659,,,7zYj9S9SdIunYCfSm7vzAR,k-pop,58,3278014,"[0.8, 0.9, 0.8, 0.9, 0.6]",fast forward
577,Elton John,44,38,119771,3539864,,,3PhoLpVuITZKcymswpck5b,,83,15655498,"[0.8, 0.7, 0.9, 0.9, 0.7]",cold heart pnau remix
578,Lady Gaga,42,2,229200,3535316,,,1HY2Jd0NmPuamShAr6KMms,"art pop, pop",90,42821813,"[0.4, 0.3, 0.8, 0.9, 0.8]",always remember us this way
579,Marz23,31,7,247932,3526708,,,4XBG26mgvzGqT09eopG4d9,"chinese hip hop, chinese r&b, mandopop, taiwanese pop, taiwanese indie, c-pop, chinese indie",49,144253,"[0.7, 0.6, 0.5, 0.9, 0.8]",最美的風景
581,Justin Bieber,30,10,204653,3495499,,,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.2, 0.1, 0.8, 0.8, 0.7]",lonely
582,Post Malone,39,25,154803,3493789,,,246dkjvS1zLTtiykXe5h60,,87,47826801,"[0.6, 0.7, 0.9, 0.8, 0.6]",i like you
583,Kygo,55,3,180965,3489842,,,23fqKkggKUBHNkbKtXEls4,tropical house,77,8675344,"[0.6, 0.5, 0.8, 0.8, 0.7]",it aint me
584,Vivian Hsu,32,6,243273,3486613,,,6cP65fCRmCJQejKYSnVb47,"mandopop, taiwanese pop, c-pop",37,96840,"[0.3, 0.3, 0.4, 0.8, 0.7]",別人的
585,Shawn Mendes,70,7,99819,3451147,,,7n2wHs1TKAczGzO7Dd2rGr,,83,45816443,"[0.7, 0.7, 0.9, 0.8, 0.8]",treat you better
586,Lauv,46,32,128974,3448833,,,5JZ7CnR6gTvEMKX4g70Amv,,74,6836209,"[0.6, 0.5, 0.8, 0.9, 0.7]",feelings
587,League of Legends,24,22,228254,3443254,,,47mIJdHORyRerp4os813jD,,78,2110940,"[0.9, 0.7, 0.7, 0.9, 0.6]",gods
588,Dua Lipa,29,7,206370,3442621,,,6M2wZ9GZgrQXHCFfjv46we,pop,87,47063263,"[0.8, 0.6, 0.9, 0.9, 0.7]",break my heart
589,BTS,30,1,364579,3435134,,,3Nrfpe0tUJi4K4DXYWgMUX,k-pop,86,81465961,"[0.8, 0.9, 0.9, 0.9, 0.8]",permission to dance
590,Charlie Puth,48,47,115562,3434239,,,6VuMaDnrHyPL1p4EHjYLi7,"soft pop, pop",81,25430403,"[0.5, 0.2, 0.8, 0.9, 0.8]",thats hilarious
591,Fire EX.,89,52,62655,3425598,,,7qBIgabdHdcr6NLujDxWAU,"taiwanese indie, taiwanese pop, chinese indie, chinese rock, mandopop",46,132361,"[0.7, 0.6, 0.5, 0.7, 0.8]",長途夜車
592,郭顶,37,77,129779,3425508,,,1CqvjaECUkhe4BMeYz4Ihh,"chinese indie, taiwanese indie, mandopop, c-pop, chinese rock, taiwanese pop",46,151382,"[0.3, 0.2, 0.3, 0.6, 0.7]",淒美地
593,Kumachan,89,29,71444,3420734,,,5DdhWWd83hbrWLXIVx129X,"chinese hip hop, taiwanese pop, chinese r&b, taiwanese indie, chinese indie, mandopop, c-pop",44,100885,"[0.8, 0.7, 0.6, 0.8, 0.9]",買榜
594,王宇宙Leto,27,42,187809,3407412,,,1llNL6f36GgpMrKnRCx0uK,"mandopop, c-pop, gufeng",46,14377,"[0.3, 0.3, 0.2, 0.9, 1.0]",若月亮没来若是月亮还没来
595,Marshmello,49,1,180463,3405553,,,64KEffDW9EtZ1y2vBYgq8T,edm,81,34522943,"[0.7, 0.7, 0.9, 0.8, 0.8]",friends
597,A-Mei Chang,75,10,107888,3397411,,,6noxsCszBEEK04kCehugOp,"mandopop, taiwanese pop, c-pop, cantopop",61,1194914,"[0.2, 0.1, 0.6, 0.7, 1.0]",身後
598,The Chainsmokers,96,5,87108,3392410,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.6, 0.6, 0.8, 0.8, 0.8]",roses
599,Sam Smith,74,2,186337,3385862,,,2wY79sveU1sp5g7SokKOiI,soft pop,82,26389901,"[0.4, 0.2, 0.8, 0.8, 1.0]",too good at goodbyes
600,Hailee Steinfeld,56,9,113138,3376556,,,5p7f24Rk5HkUZsaS3BLG5F,,67,8861191,"[0.7, 0.6, 0.8, 0.8, 0.9]",let me go
601,JVKE,43,84,102941,3373851,,,164Uj4eKjl6zTBKfJLFKKK,,77,5914111,"[0.3, 0.4, 0.7, 0.9, 1.0]",golden hour
602,Creepy Nuts,21,19,268023,3369861,,,0pWR7TsFhvSCnbmHDjWgrE,"anime, j-pop, j-rap",70,2167639,"[0.9, 0.8, 0.7, 1.0, 1.0]",blingbangbangborn
603,Julia Peng,103,8,87562,3349623,,,7B4GBM2vQJvwyghdsvEV77,"taiwanese pop, mandopop, c-pop",43,100841,"[0.4, 0.3, 0.5, 0.7, 1.0]",大齡女子
604,NewJeans,18,7,446492,3329786,,,6HvZYsbFfjnjFrWF950C9d,k-pop,78,11775260,"[0.7, 0.8, 0.9, 1.0, 0.7]",bubble gum
605,A-Lin,90,10,80676,3327800,,,28gf2piFx6cAKOMIwcky5a,"mandopop, taiwanese pop, c-pop, gufeng",58,1147809,"[0.3, 0.2, 0.6, 0.6, 0.9]",幸福太短
606,Namewee,26,5,238222,3327267,,,24jrxG0tKcwgAzsLuPzyMi,"mandopop, c-pop, taiwanese pop, chinese hip hop, cantopop",48,392913,"[0.6, 0.4, 0.7, 0.8, 0.8]",玻璃心
607,星野,26,31,180196,3319558,,,1S2S00lgLYLGHWA44qGEUs,"j-pop, anime",65,2252457,"[0.4, 0.6, 0.5, 0.7, 0.9]",晚风告白
608,Nicky Youre,46,68,99341,3317939,,,7qmpXeNz2ojlMl2EEfkeLs,,64,332834,"[0.7, 0.9, 0.8, 1.0, 0.6]",sunroof
609,Major Lazer,45,1,146020,3312135,,,738wLrAtLtCtFOLvQBXOXp,moombahton,74,6309892,"[0.8, 0.7, 0.9, 0.8, 0.7]",cold water
610,Taylor Swift,43,95,105612,3304238,,,06HL4z0CvFAxyc27GXpf02,,100,146788169,"[0.7, 0.6, 0.9, 0.8, 0.8]",blank space
611,Ellie Goulding,95,1,115297,3299111,,,0X2BH1fck6amBIoJhDVmmJ,,80,13267276,"[0.4, 0.4, 0.9, 0.7, 0.9]",love me like you do
612,Billie Eilish,26,2,239041,3296644,,,6qqNVTkY8uBg9cP3Jd7DAH,,92,119643367,"[0.3, 0.2, 0.7, 0.9, 0.8]",everything i wanted
613,Julia Wu,35,5,205764,3293440,,,7pSH4sO2lXAxFKF6MkwORv,"chinese r&b, chinese hip hop, taiwanese indie, mandopop, taiwanese pop, chinese indie, c-pop",43,179299,"[0.5, 0.3, 0.6, 0.9, 0.9]",better off out you
614,Justin Bieber,33,7,215657,3292812,,,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.5, 0.6, 0.9, 0.9, 0.7]",anyone
615,Tate McRae,23,26,230439,3291473,,,45dkTj5sMRSjrmBSBeiHym,,90,9513840,"[0.7, 0.6, 0.7, 0.9, 0.7]",just keep watching
616,BLACKPINK,37,1,272552,3286235,,,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.9, 0.4, 0.9, 0.8, 0.7]",kill this love
617,sodagreen,38,133,102796,3284985,,,3WYT2b8pOLsLsqSaoWYr7U,"mandopop, taiwanese pop, c-pop, taiwanese indie, chinese rock",55,701662,"[0.3, 0.3, 0.3, 0.6, 0.7]",喜歡寂寞
618,ITZY,31,2,242696,3275557,,,2KC9Qb60EaY0kW4eH68vr3,k-pop,69,8945339,"[0.9, 0.7, 0.8, 0.8, 0.8]",wannabe
619,JENNIE,16,10,332871,3265934,,,250b0Wlc5Vk0CoUsaCY84M,k-pop,82,12563151,"[0.6, 0.2, 0.6, 0.9, 0.7]",love hangover
620,Katy Perry,47,8,168346,3258712,,,6jJ0s89eD6GaHleKKya26X,pop,85,38628065,"[0.8, 0.7, 0.9, 0.9, 0.8]",never really over
621,LISA,33,3,254698,3258135,,,5L1lO4eRHmJ7a0Q6csE5cT,k-pop,76,13456472,"[0.8, 0.7, 0.9, 0.9, 0.8]",lalisa
622,LE SSERAFIM,36,59,125744,3257083,,,4SpbR6yFEvexJuaBpgAU5p,k-pop,81,8163239,"[0.8, 0.6, 0.8, 0.9, 0.7]","eve, psyche & the bluebeards wife"
623,Lil Nas X,38,22,159431,3253748,,,7jVv8c5Fj3E9VhNjxT4snq,,73,12309761,"[0.7, 0.6, 0.8, 0.9, 0.6]",montero
624,TAEYEON,33,5,264256,3252603,,,3qNVuliS40BLgXGxhdBdqu,"k-pop, k-ballad",63,3146269,"[0.7, 0.6, 0.7, 0.9, 0.8]",invu
625,The Chainsmokers,51,4,148300,3251431,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.8, 0.7, 0.9, 0.9, 0.7]",this feeling
627,TWICE,17,7,346369,3244043,,,7n2Ycct7Beij7Dj7meI4X0,k-pop,83,23552759,"[0.9, 0.8, 0.9, 0.9, 0.8]",one spark
628,Selena Gomez,29,2,269494,3240000,,,0C8ZW7ezQVs4URX5aX7Kqx,,82,53378888,"[0.3, 0.2, 0.8, 0.9, 0.9]",lose you to love me
629,瘦子E.SO,27,8,196663,3209537,,,2qXGNIlmY3JrYkxOWyXZsd,"chinese hip hop, mandopop, chinese r&b, taiwanese pop, c-pop",48,320740,"[0.6, 0.7, 0.7, 0.8, 0.9]",i wish i was there
630,Wiz Khalifa,89,1,118133,3208723,,,137W8MRPWKqSmrBGDBFSop,rap,82,12126019,"[0.5, 0.6, 0.9, 0.7, 0.6]",see you again
631,吕口口,34,101,114433,3201792,,,3Wscg8TgjGseAke9eOrwDC,"mandopop, c-pop",44,19846,"[0.4, 0.5, 0.4, 0.9, 0.9]",希望你被这个世界爱着
632,Lady Gaga,33,6,204634,3200344,,,1HY2Jd0NmPuamShAr6KMms,"art pop, pop",90,42821813,"[0.6, 0.5, 0.8, 0.9, 0.8]",hold my hand
633,Powfu,32,11,177172,3198999,,,6bmlMHgSheBauioMgKv2tn,,68,1482013,"[0.4, 0.3, 0.7, 0.8, 0.6]",death bed
634,MAX,20,24,222093,3196784,,,1bqxdqvUtPWZri43cKHac8,,64,970294,"[0.7, 0.6, 0.7, 0.9, 0.7]",stupid in love
635,Red Velvet,40,3,228274,3193907,,,1z4g3DjTBBZKhvAroFlhOM,k-pop,68,9627631,"[0.6, 0.3, 0.7, 0.9, 0.6]",psycho
636,阿冗,30,45,131792,3191218,,,3dTgjg7lzUGiD3NwcGCK1n,"mandopop, c-pop",50,92750,"[0.4, 0.2, 0.6, 0.8, 0.7]",与我无关
637,Maggie Fu,99,17,63396,3190421,,,6sShbaFnqvxmlnWOJsZoI9,"cantopop, taiwanese pop, mandopop, c-pop",32,9813,"[0.3, 0.3, 0.5, 0.7, 0.8]",愛這件事情
638,The Chainsmokers,54,2,147105,3188364,,,69GGBxA162lTqCwzJG5jLp,,81,21405597,"[0.5, 0.4, 0.8, 0.8, 0.7]",all we know
639,CHANYEOL,75,8,102073,3187684,,,6jV25rzTKQ2zMgrqHha1V5,k-pop,58,1894012,"[0.5, 0.3, 0.6, 0.8, 0.7]",stay me
640,Fifth Harmony,64,3,102780,3181404,,,1l8Fu6IkuTP0U5QetQJ5Xt,,69,16211815,"[0.8, 0.7, 0.9, 0.8, 0.6]",work from home
641,Ellie Goulding,46,12,126101,3152989,,,0X2BH1fck6amBIoJhDVmmJ,,80,13267276,"[0.7, 0.6, 0.8, 0.9, 0.7]",close to me
642,Selena Gomez,58,2,169702,3147480,,,0C8ZW7ezQVs4URX5aX7Kqx,,82,53378888,"[0.6, 0.5, 0.8, 0.9, 0.7]",back to you
643,Dua Lipa,28,25,202955,3136063,,,6M2wZ9GZgrQXHCFfjv46we,pop,87,47063263,"[0.8, 0.8, 0.9, 1.0, 0.6]",dance the night
644,Coldplay,79,7,314959,3132817,,,4gzpq5DPGxSnKTe4SA8HAU,,89,61222210,"[0.6, 0.7, 0.8, 0.7, 0.7]",yellow
645,Martin Garrix,61,6,110635,3126847,,,60d24wfXkVzDSfLS6hyCjZ,"edm, progressive house, electronica",75,15120258,"[0.7, 0.6, 0.9, 0.8, 0.6]",in the name of love
646,Joji,32,12,182734,3120906,,,3MZsBdqDrRTJihTHQrO6Dq,,83,10759169,"[0.2, 0.1, 0.7, 0.9, 0.8]",glimpse of us
647,Hailee Steinfeld,70,10,96862,3114701,,,5p7f24Rk5HkUZsaS3BLG5F,,67,8861191,"[0.7, 0.7, 0.9, 0.8, 0.7]",starving
648,告五人,42,59,117766,3113359,,,6xErgeZYatiaQ36SB5bvi8,"taiwanese indie, chinese indie, mandopop, taiwanese pop, c-pop, chinese rock",59,1209202,"[0.7, 0.8, 0.7, 0.9, 0.8]",給你一瓶魔法藥水
649,Lady Gaga,21,14,312259,3112572,,,1HY2Jd0NmPuamShAr6KMms,"art pop, pop",90,42821813,"[0.9, 0.8, 0.9, 0.9, 0.8]",abracadabra
650,ZICO,28,7,190866,3106941,,,4XpUIb8uuNlIWVKmgKZXC0,"k-rap, k-pop",61,2096889,"[0.8, 0.8, 0.8, 0.9, 0.9]",any song
651,benny blanco,47,1,126065,3100089,,,5CiGnKThu5ctn9pBxv7DGa,,74,1651782,"[0.6, 0.5, 0.9, 0.8, 0.7]",eastside
652,Jordan Chan,102,56,51433,3098270,,,5xyZwXBV8D9F63Kiocws8R,lullaby,53,177,"[0.4, 0.3, 0.7, 0.6, 0.9]",獨家記憶
654,多多 x 以捷,44,9,168237,3065359,,,25vtw3bkiKz9nbo7vl6qqY,"taiwanese indie, chinese indie, taiwanese pop, mandopop",28,9024,"[0.4, 0.3, 0.2, 1.0, 1.0]",走建國路回家但後座少ㄌ泥
655,IVE,22,18,280039,3061376,,,6RHTUrRF63xao58xh9FXYJ,k-pop,72,6326986,"[0.9, 0.8, 0.8, 1.0, 0.5]",attitude
656,Lukas Graham,73,2,113242,3060586,,,25u4wHJWxCA9vO0CzxAbK7,dansk pop,70,2990838,"[0.5, 0.6, 0.8, 0.8, 1.0]",7 years
657,ROSÉ,30,4,283685,3042322,,,3eVa5w3URK5duf6eyVDbu9,k-pop,79,13514005,"[0.3, 0.2, 0.7, 1.0, 1.0]",gone
658,Ariana Grande,24,13,195647,3031710,,,66CXWjxzNUsdJxJ2JdwvnR,pop,93,107849328,"[0.8, 0.9, 0.9, 1.0, 1.0]",34+35
659,Justin Bieber,63,2,122996,3027987,,,1uNFoZAHBGtllmzznpCI3s,,92,85407639,"[0.7, 0.7, 0.9, 0.9, 1.0]",sorry
660,Hebe Tien,73,1,117278,3027706,,,14bJhryXGk6H6qlGzwj3W5,"mandopop, c-pop, taiwanese pop",54,1073526,"[0.4, 0.7, 0.7, 0.8, 1.0]",小幸運
661,ZAYN,42,1,163982,3024195,,,5ZsFI1h6hIdQRw2ti0hz81,,78,24186191,"[0.6, 0.4, 0.8, 0.9, 1.0]",dusk till dawn
662,The Weeknd,40,2,129440,3020461,,,1Xyo4u8uXC1ZmMpatF05PJ,,95,114144399,"[0.8, 0.6, 0.9, 0.9, 0.8]",starboy
663,IU,19,5,365896,3019323,,,3HqSLMAZ3g3d5poNaI7GOU,"k-pop, k-ballad",67,9451923,"[0.4, 0.4, 0.7, 1.0, 1.0]",love wins all
664,Jay Chou,31,47,279087,3013395,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.4, 0.6, 0.7, 0.7, 0.8]",蒲公英的約定
666,Ronghao Li,60,28,80496,3004680,,,0rTP0x4vRFSDbhtqcCqc8K,"mandopop, c-pop, taiwanese pop",58,1082705,"[0.3, 0.3, 0.7, 0.8, 0.9]",耳朵
667,Arizona Zervas,33,27,144166,3000515,,,0vRvGUQVUjytro0xpb26bs,,61,821085,"[0.8, 0.7, 0.9, 0.9, 0.5]",roxanne
669,Jay Chou,24,16,406627,2993852,,,2elBjNSdBE2Y3f0j1mjrql,"mandopop, c-pop, taiwanese pop, gufeng, cantopop, chinese r&b",74,7665782,"[0.3, 0.3, 0.7, 0.6, 0.9]",退後
670,Why Don't We,61,24,101765,2968131,,,2jnIB6XdLvnJUeNTy5A0J2,,66,3790078,"[0.7, 0.8, 0.8, 0.9, 0.9]",big plans
671,AKMU,27,48,159138,2963194,,,6OwKE9Ez6ALxpTaKcT5ayv,"k-ballad, k-pop",58,2104454,"[0.6, 0.8, 0.8, 0.9, 0.9]",love lee
672,Pets Tseng,23,36,184340,2958459,,,1he19XnDUahODrmRwKlC8w,"mandopop, taiwanese pop, c-pop",51,95504,"[0.5, 0.7, 0.7, 0.8, 0.9]",數到十
673,Kendrick Lamar,23,29,215593,2951820,,,2YZyLoL8N0Wb9xBt1NhZWg,"hip hop, west coast hip hop",90,44990247,"[0.9, 0.9, 0.9, 0.9, 0.7]",not like us
674,TWS,22,44,182541,2944870,,,4GgBKgxhc649frZDHcXIEz,k-pop,64,880118,"[0.7, 0.7, 0.6, 0.9, 0.6]",plot twist
675,One Direction,49,13,232249,2934424,,,4AK6F7OLvEQ5QYCBNiQWHq,,84,40375310,"[0.4, 0.6, 0.8, 0.6, 0.7]",night changes
676,Justin Timberlake,48,1,131888,2930796,,,31TPClRtHm23RisEBtV3X7,,83,15932646,"[0.9, 0.9, 0.9, 0.7, 0.6]",cant stop the feeling
677,IU,45,9,173502,2930764,,,3HqSLMAZ3g3d5poNaI7GOU,"k-pop, k-ballad",67,9451923,"[0.6, 0.8, 0.8, 0.8, 0.6]",blueming
678,Stefanie Sun,31,55,145516,2929235,,,0SIXZXJCAhNU8sxK0qm7hn,"mandopop, taiwanese pop, c-pop, cantopop",61,1212691,"[0.3, 0.2, 0.7, 0.3, 0.8]",我不難過
679,Men Envy Children,23,28,249563,2922098,,,4N9mUjAWoNCkLN0kCxzaL5,"taiwanese pop, mandopop, taiwanese indie, c-pop, chinese indie, chinese rock",44,64987,"[0.6, 0.7, 0.4, 0.8, 0.7]",Hey Girl
680,BLACKPINK,20,4,272284,2917879,,,41MozSoPIsD1dJM0CLPjZF,k-pop,82,56449939,"[0.7, 0.8, 0.9, 0.8, 0.5]",ice cream
681,TWICE,25,4,295764,2917758,,,7n2Ycct7Beij7Dj7meI4X0,k-pop,83,23552759,"[0.8, 0.6, 0.9, 0.8, 0.6]",i cant stop me
